success,cet_oapr,english,reading,science,quantitative,abstract,shs_gpa,program,sex,strand,class_rank,academic_awards,classroom_org,school_org,fathers_education,fathers_employment,mothers_education,mothers_employment,income,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,laptop,internet
1,81.43,88.66,66.85,80.93,70.61,26.06,87.5,BS Information Technology,Male,HUMSS,None,None,None,None,"Some college credit, no degree","Self-employed (doing business, etc.)",Professional degree,"Employed, working 40 hours or more per week (fulltime)","P10,000 to P20,000",Neutral,Agree,Strongly Agree,Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Neutral,Agree,Agree,Strongly Agree,Neutral,Strongly Disagree,Strongly Agree,Neutral,Neutral,Disagree,Strongly Agree,Strongly Agree,Neutral,Neutral,Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Disagree,Neutral,Strongly Agree,Strongly Agree,Neutral,Sometimes,Never,Seldom,Never,Sometimes,Sometimes,Sometimes,Sometimes,Often/Always,Seldom,Seldom,Seldom,Often/Always,Sometimes,Sometimes,Never,Never,Often/Always,Often/Always,Seldom,Often/Always,Often/Always,Often/Always,Often/Always,Research online,Up to 30 minutes/day,Up to 30 minutes/day,Yes,"Post-paid plan(Unlimited Data Subscription to PLDT, GLOBE, SMART, Sky, etc.)"
1,74.25,72.78,90.94,44.12,63.45,63.1,90.66,BS Information Technology,Female,HUMSS,None,None,None,None,"Some college credit, no degree","Self-employed (doing business, etc.)","Some college credit, no degree","Not Applicable (no work, not known, etc.)","P20,000 to P50,000",Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Neutral,Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Neutral,Strongly Agree,Agree,Agree,Strongly Agree,Neutral,Disagree,Strongly Agree,Neutral,Neutral,Neutral,Strongly Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Neutral,Neutral,Strongly Agree,Agree,Neutral,Neutral,Neutral,Strongly Agree,Agree,Often/Always,Never,Seldom,Sometimes,Never,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Sometimes,Often/Always,Sometimes,Often/Always,Sometimes,Sometimes,Often/Always,Sometimes,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Research from reference books on my own,More than 4 hours/day,More than 4 hours/day,Yes,"Post-paid plan(Unlimited Data Subscription to PLDT, GLOBE, SMART, Sky, etc.)"
1,97.46,98.41,92.88,94.84,79.96,95.65,94.5,BS Information Technology,Male,ABM/BAM,Top 5,High Honor,None,None,Bachelor’s degree,"Employed, working 40 hours or more per week (fulltime)",Bachelor’s degree,"Not employed, not looking for work",Prefer not to say,Agree,Agree,Agree,Neutral,Disagree,Neutral,Agree,Agree,Agree,Neutral,Agree,Neutral,Disagree,Disagree,Agree,Neutral,Agree,Neutral,Strongly Disagree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Disagree,Neutral,Neutral,Agree,Neutral,Seldom,Never,Seldom,Seldom,Often/Always,Seldom,Seldom,Seldom,Often/Always,Sometimes,Never,Seldom,Often/Always,Seldom,Seldom,Never,Sometimes,Often/Always,Often/Always,Sometimes,Often/Always,Often/Always,Seldom,Seldom,Ask my teachers at school,Up to 30 minutes/day,I don’t study.,Yes,"Post-paid plan(Unlimited Data Subscription to PLDT, GLOBE, SMART, Sky, etc.)"
0,71.42,72.78,71.99,36.55,84.63,43.49,94.5,BS Information Technology,Female,STEM,Top 5,Highest Honor,None,None,Bachelor’s degree,"Self-employed (doing business, etc.)","Some college credit, no degree","Employed, working 40 hours or more per week (fulltime)","P20,000 to P50,000",Neutral,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Sometimes,Never,Seldom,Seldom,Seldom,Seldom,Often/Always,Often/Always,Sometimes,Often/Always,Often/Always,Sometimes,Sometimes,Sometimes,Sometimes,Seldom,Seldom,Often/Always,Often/Always,Sometimes,Often/Always,Often/Always,Often/Always,Sometimes,Research online,More than 2 hours but less than 3 hours/day,More than 2 hours but less than 3 hours/day,Yes,"Post-paid plan(Unlimited Data Subscription to PLDT, GLOBE, SMART, Sky, etc.)"
0,91.08,84.91,77.12,91.97,95.71,79.78,89,BS Information Technology,Male,STEM,None,None,None,None,Bachelor’s degree,"Not Applicable (no work, not known, etc.)",Bachelor’s degree,"Employed, working 1 to 39 hours or more per week (part-time)","P10,000 to P20,000",Neutral,Agree,Strongly Agree,Neutral,Agree,Neutral,Strongly Agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Agree,Neutral,Strongly Agree,Agree,Neutral,Agree,Neutral,Neutral,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Agree,Strongly Agree,Agree,Seldom,Seldom,Sometimes,Seldom,Sometimes,Seldom,Sometimes,Often/Always,Often/Always,Sometimes,Often/Always,Sometimes,Sometimes,Seldom,Sometimes,Seldom,Seldom,Sometimes,Sometimes,Often/Always,Sometimes,Sometimes,Sometimes,Sometimes,Ask my teachers at school,More than 2 hours but less than 3 hours/day,More than 4 hours/day,Yes,Pre-paid plan(Limited Data Subscription)
0,75.16,83.47,61.11,51.68,63.45,63.1,89.5,BS Information Technology,Male,HUMSS,None,With Honor,None,None,"Some high school, no diploma","Not Applicable (no work, not known, etc.)","Some high school, no diploma","Not Applicable (no work, not known, etc.)",Prefer not to say,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Research online,I don’t study.,I don’t study.,Yes,"Post-paid plan(Unlimited Data Subscription to PLDT, GLOBE, SMART, Sky, etc.)"
1,76.07,74.8,48.4,76.79,89.31,53.29,92.55,BS Information Technology,Female,STEM,Top 10,With Honor,None,None,Trade/technical/vocational training,"Self-employed (doing business, etc.)",Trade/technical/vocational training,"Self-employed (doing business, etc.)","Below P10,000",Neutral,Neutral,Agree,Disagree,Neutral,Neutral,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Agree,Neutral,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Agree,Strongly Agree,Sometimes,Seldom,Sometimes,Often/Always,Sometimes,Sometimes,Often/Always,Often/Always,Often/Always,Sometimes,Often/Always,Sometimes,Seldom,Sometimes,Seldom,Seldom,Sometimes,Sometimes,Often/Always,Often/Always,Often/Always,Sometimes,Often/Always,Sometimes,Research online,More than 3 hours but less than 4 hours/day,More than 2 hours but less than 3 hours/day,Planning to purchase,Pre-paid plan(Limited Data Subscription)
0,84.19,86.35,82.26,89.19,24.91,79.78,83,BS Information Technology,Female,TVL-ICT,None,None,None,None,Bachelor’s degree,"Not Applicable (no work, not known, etc.)",Bachelor’s degree,"Not employed, not looking for work",Prefer not to say,Strongly Disagree,Neutral,Neutral,Disagree,Neutral,Neutral,Agree,Agree,Neutral,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral,Agree,Disagree,Strongly Disagree,Neutral,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Neutral,Neutral,Disagree,Neutral,Agree,Neutral,Agree,Neutral,Disagree,Agree,Strongly Disagree,Neutral,Disagree,Neutral,Disagree,Sometimes,Never,Seldom,Sometimes,Sometimes,Seldom,Sometimes,Often/Always,Often/Always,Never,Sometimes,Never,Often/Always,Seldom,Seldom,Never,Never,Seldom,Seldom,Seldom,Often/Always,Sometimes,Seldom,Seldom,Research online,More than 30 min. but less than 1 hour/day,More than 1 hour but less than 2 hours/day,Yes,"Post-paid plan(Unlimited Data Subscription to PLDT, GLOBE, SMART, Sky, etc.)"
1,60.09,55.84,48.4,91.97,18.16,43.49,92.5,BS Information Technology,Male,TVL-ICT,None,With Honor,None,None,Bachelor’s degree,"Not Applicable (no work, not known, etc.)","High school graduate, diploma or the equivalent","Employed, working 40 hours or more per week (fulltime)","P10,000 to P20,000",Neutral,Neutral,Neutral,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Agree,Agree,Strongly Agree,Disagree,Neutral,Neutral,Neutral,Strongly Agree,Neutral,Strongly Disagree,Neutral,Disagree,Disagree,Neutral,Agree,Neutral,Neutral,Strongly Disagree,Disagree,Agree,Neutral,Neutral,Disagree,Neutral,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Sometimes,Never,Often/Always,Seldom,Sometimes,Sometimes,Often/Always,Often/Always,Often/Always,Seldom,Sometimes,Sometimes,Seldom,Seldom,Sometimes,Never,Never,Often/Always,Never,Never,Seldom,Seldom,Seldom,Seldom,Ask my teachers at school,More than 3 hours but less than 4 hours/day,More than 3 hours but less than 4 hours/day,Yes,"Post-paid plan(Unlimited Data Subscription to PLDT, GLOBE, SMART, Sky, etc.)"
0,88.22,82.02,90.94,89.19,75.28,83.75,81.5,BS Information Technology,Female,TVL-ICT,None,None,None,None,"Some high school, no diploma","Employed, working 1 to 39 hours or more per week (part-time)","Some high school, no diploma","Not Applicable (no work, not known, etc.)","Below P10,000",Disagree,Neutral,Agree,Neutral,Neutral,Agree,Agree,Agree,Neutral,Strongly Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Sometimes,Never,Sometimes,Seldom,Sometimes,Seldom,Often/Always,Often/Always,Often/Always,Sometimes,Sometimes,Sometimes,Sometimes,Seldom,Sometimes,Sometimes,Seldom,Often/Always,Sometimes,Sometimes,Often/Always,Often/Always,Often/Always,Often/Always,Ask my teachers at school,More than 2 hours but less than 3 hours/day,More than 1 hour but less than 2 hours/day,No,Pre-paid plan(Limited Data Subscription)
1,93.85,80.58,96.76,98.58,95.71,72.9,89,BS Information Technology,Male,TVL-ICT,Top 20,None,None,None,"Some college credit, no degree","Employed, working 40 hours or more per week (fulltime)",Bachelor’s degree,"Self-employed (doing business, etc.)","P10,000 to P20,000",Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Neutral,Neutral,Agree,Neutral,Strongly Agree,Agree,Disagree,Disagree,Agree,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Disagree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Agree,Disagree,Neutral,Agree,Strongly Agree,Agree,Seldom,Never,Seldom,Seldom,Often/Always,Sometimes,Sometimes,Seldom,Seldom,Seldom,Seldom,Never,Seldom,Never,Often/Always,Seldom,Seldom,Seldom,Often/Always,Never,Sometimes,Sometimes,Often/Always,Often/Always,Research online,Up to 30 minutes/day,I don’t study.,Planning to purchase,Pre-paid plan(Limited Data Subscription)
1,91.08,84.91,98.7,72.66,93.38,79.78,89.5,BS Information Technology,Male,TVL-ICT,Top 20,With Honor,None,None,Bachelor’s degree,"Self-employed (doing business, etc.)",Bachelor’s degree,"Self-employed (doing business, etc.)","Below P10,000",Agree,Agree,Strongly Agree,Disagree,Neutral,Neutral,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Neutral,Neutral,Strongly Disagree,Agree,Strongly Agree,Agree,Strongly Disagree,Sometimes,Never,Sometimes,Sometimes,Seldom,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often/Always,Never,Seldom,Seldom,Sometimes,Seldom,Often/Always,Sometimes,Seldom,Often/Always,Sometimes,Sometimes,Sometimes,Ask my friends,More than 30 min. but less than 1 hour/day,More than 30 min. but less than 1 hour/day,Planning to purchase,"Post-paid plan(Unlimited Data Subscription to PLDT, GLOBE, SMART, Sky, etc.)"
0,70.3,70.75,66.85,36.55,84.63,53.29,89.23,BS Information Technology,Male,TVL-ICT,None,None,None,None,Bachelor’s degree,"Employed, working 1 to 39 hours or more per week (part-time)",Bachelor’s degree,"Not employed, not looking for work","P10,000 to P20,000",Agree,Agree,Neutral,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Strongly Agree,Agree,Neutral,Agree,Neutral,Strongly Disagree,Neutral,Agree,Strongly Agree,Agree,Agree,Agree,Neutral,Neutral,Disagree,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Sometimes,Seldom,Seldom,Seldom,Sometimes,Seldom,Sometimes,Sometimes,Seldom,Sometimes,Sometimes,Often/Always,Often/Always,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Seldom,Research from reference books on my own,More than 1 hour but less than 2 hours/day,More than 1 hour but less than 2 hours/day,Planning to purchase,Pre-paid plan(Limited Data Subscription)
0,91.08,91.83,90.94,89.19,79.96,63.1,89,BS Information Technology,Female,STEM,None,With Honor,Secretary,None,Bachelor’s degree,"Employed, working 1 to 39 hours or more per week (part-time)",Bachelor’s degree,"Employed, working 40 hours or more per week (fulltime)",Prefer not to say,Neutral,Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Neutral,Agree,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Often/Always,Never,Sometimes,Often/Always,Seldom,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Never,Sometimes,Often/Always,Sometimes,Sometimes,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Ask my teachers at school,More than 1 hour but less than 2 hours/day,More than 30 min. but less than 1 hour/day,Yes,"Post-paid plan(Unlimited Data Subscription to PLDT, GLOBE, SMART, Sky, etc.)"
0,58.64,44.05,61.11,51.68,44.18,87.72,88,BS Information Technology,Female,STEM,None,None,None,None,Bachelor’s degree,"Not Applicable (no work, not known, etc.)",Bachelor’s degree,"Self-employed (doing business, etc.)","P20,000 to P50,000",Neutral,Agree,Agree,Disagree,Neutral,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Neutral,Neutral,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Disagree,Agree,Disagree,Neutral,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Neutral,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Sometimes,Seldom,Seldom,Sometimes,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often/Always,Sometimes,Often/Always,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Research from reference books on my own,More than 30 min. but less than 1 hour/day,More than 30 min. but less than 1 hour/day,Yes,"Post-paid plan(Unlimited Data Subscription to PLDT, GLOBE, SMART, Sky, etc.)"
0,77.9,83.47,61.11,66.81,75.28,53.29,87,BS Information Technology,Male,TVL-ICT,None,With Honor,Vice President,Vice President (Internal/External),"Some college credit, no degree","Self-employed (doing business, etc.)","High school graduate, diploma or the equivalent","Not employed, looking for work","Below P10,000",Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Strongly Agree,Neutral,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Strongly Disagree,Agree,Neutral,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Agree,Agree,Neutral,Neutral,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often/Always,Often/Always,Sometimes,Often/Always,Often/Always,Sometimes,Often/Always,Sometimes,Often/Always,Sometimes,Sometimes,Sometimes,Sometimes,Often/Always,Often/Always,Often/Always,Often/Always,Sometimes,Research online,Up to 30 minutes/day,I don’t study.,No,"Post-paid plan(Unlimited Data Subscription to PLDT, GLOBE, SMART, Sky, etc.)"
1,82.12,68.5,92.88,93.41,84.63,26.06,87.18,BS Information Technology,Male,STEM,None,None,None,None,No schooling completed,Retired,Bachelor’s degree,"Employed, working 40 hours or more per week (fulltime)","Below P10,000",Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Strongly Agree,Agree,Neutral,Strongly Agree,Neutral,Agree,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Agree,Disagree,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Disagree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Agree,Neutral,Sometimes,Never,Sometimes,Sometimes,Seldom,Seldom,Sometimes,Sometimes,Sometimes,Seldom,Sometimes,Sometimes,Sometimes,Seldom,Sometimes,Seldom,Seldom,Sometimes,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Seldom,Research online,More than 1 hour but less than 2 hours/day,More than 1 hour but less than 2 hours/day,No,Pre-paid plan(Limited Data Subscription)
0,73.34,63.53,82.26,44.12,79.96,79.78,90.5,BS Information Technology,Male,TVL-ICT,Top 5,With Honor,Secretary,None,"Some college credit, no degree","Employed, working 40 hours or more per week (fulltime)","High school graduate, diploma or the equivalent","Not employed, not looking for work","Below P10,000",Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Strongly Agree,Agree,Neutral,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Disagree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Agree,Agree,Neutral,Sometimes,Sometimes,Sometimes,Sometimes,Never,Seldom,Often/Always,Often/Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Ask my friends,Up to 30 minutes/day,Up to 30 minutes/day,Yes,Pre-paid plan(Limited Data Subscription)
0,70.3,76.83,71.99,29.96,75.28,43.49,88,BS Computer Science,Male,TVL-ICT,Top 10,With Honor,None,None,No schooling completed,"Employed, working 1 to 39 hours or more per week (part-time)",Associate degree,"Employed, working 40 hours or more per week (fulltime)","Below P10,000",Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Disagree,Disagree,Agree,Neutral,Neutral,Disagree,Neutral,Neutral,Agree,Neutral,Neutral,Disagree,Neutral,Disagree,Disagree,Disagree,Neutral,Disagree,Neutral,Disagree,Neutral,Agree,Neutral,Agree,Disagree,Agree,Agree,Neutral,Disagree,Disagree,Agree,Agree,Agree,Never,Seldom,Seldom,Never,Seldom,Seldom,Seldom,Seldom,Never,Never,Never,Never,Seldom,Never,Sometimes,Never,Never,Never,Seldom,Seldom,Never,Seldom,Seldom,Seldom,Research online,Up to 30 minutes/day,Up to 30 minutes/day,Yes,"Post-paid plan(Unlimited Data Subscription to PLDT, GLOBE, SMART, Sky, etc.)"
0,97.27,97.83,98.7,51.68,96.87,97.87,93.15,BS Information Technology,Male,STEM,Top 10,With Honor,None,None,Bachelor’s degree,"Not Applicable (no work, not known, etc.)","Some college credit, no degree","Employed, working 40 hours or more per week (fulltime)","P10,000 to P20,000",Agree,Neutral,Neutral,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Neutral,Agree,Neutral,Neutral,Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Disagree,Agree,Agree,Neutral,Strongly Agree,Strongly Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Neutral,Seldom,Never,Never,Seldom,Sometimes,Often/Always,Often/Always,Sometimes,Often/Always,Seldom,Sometimes,Never,Seldom,Seldom,Sometimes,Seldom,Seldom,Often/Always,Seldom,Sometimes,Often/Always,Often/Always,Often/Always,Sometimes,Research online,More than 2 hours but less than 3 hours/day,More than 2 hours but less than 3 hours/day,Yes,"Post-paid plan(Unlimited Data Subscription to PLDT, GLOBE, SMART, Sky, etc.)"
